Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
90002509;-15;APOTHEEK;" CREMES-ZALVEN PATENT	"; ICE SPIER BALSEM (TP) ;Bali;;1660160;;;;;"90002509,-15,APOTHEEK,"" CREMES-ZALVEN PATENT	"", ICE SPIER BALSEM (TP) ,Bali,,1660160,,,"
13651463;380;APOTHEEK;"  UITWENDIGE GENEESMIDDELE	N"; ICHTHAMMOL 10%  ZALF ;Trekzalf;;217808;;;;;"13651463,380,APOTHEEK,""  UITWENDIGE GENEESMIDDELE	N"", ICHTHAMMOL 10%  ZALF ,Trekzalf,,217808,,,"
13777203;0;APOTHEEK;"  MAGISTRAAL CREMES-ZALVEN	"; ICHTHAMMOL2 10%  ZALF ;;;264768;;;;;"13777203,0,APOTHEEK,""  MAGISTRAAL CREMES-ZALVEN	"", ICHTHAMMOL2 10%  ZALF ,,,264768,,,"
90000048;139;APOTHEEK;"  AMPULLENKAST	"; IJZERDEXT. 50MG/ML INJ. 2ML ;159650;;1416456;;;;;"90000048,139,APOTHEEK,""  AMPULLENKAST	"", IJZERDEXT. 50MG/ML INJ. 2ML ,159650,,1416456,,,"
14015072;62;APOTHEEK;"  D T/M N	"; INDOMETACINE 25MG CAPS. ;25063;;1016148;;;;;"14015072,62,APOTHEEK,""  D T/M N	"", INDOMETACINE 25MG CAPS. ,25063,,1016148,,,"
13908472;-120;APOTHEEK;" AD HOC	"; INDOMETACINE 5MG/ML SUSP. ;Niet gevonden;;850853;;;;;"13908472,-120,APOTHEEK,"" AD HOC	"", INDOMETACINE 5MG/ML SUSP. ,Niet gevonden,,850853,,,"
90004693;9;APOTHEEK;"  KOELKAST	"; INFLUENZA VACCIN 1 DOSES 0.5ML ;Niet gevonden;;1941364;;;;;"90004693,9,APOTHEEK,""  KOELKAST	"", INFLUENZA VACCIN 1 DOSES 0.5ML ,Niet gevonden,,1941364,,,"
90004696;6;APOTHEEK;"  KOELKA	ST"; INFLUENZA VACCIN 10 DOSES 0.5ML ;Niet gevonden;;1607197;;;;;"90004696,6,APOTHEEK,""  KOELKA	ST"", INFLUENZA VACCIN 10 DOSES 0.5ML ,Niet gevonden,,1607197,,,"
90001486;0;"			";; INFUSIEDOP ROOD (MAN/VROUW) ;Niet gevonden;;287733;;;;;"90001486,0,""			"",, INFUSIEDOP ROOD (MAN/VROUW) ,Niet gevonden,,287733,,,"
14141132;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"; INFUUSNAALD 16G ;239876;;1096966;;;;;"14141132,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"", INFUUSNAALD 16G ,239876,,1096966,,,"
14637006;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"; INFUUSNAALD 18G ;247693;;1454900;;;;;"14637006,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"", INFUUSNAALD 18G ,247693,,1454900,,,"
14636646;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"; INFUUSNAALD 22G ;247701;;1454501;;;;;"14636646,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTIKELEN I	NCLUSIEF	BA	LIE"", INFUUSNAALD 22G ,247701,,1454501,,,"
90000283;0;APOTHEEK;"  MEDISCHE VERBRUIKSARTI	KELEN IN	CLU	SIEF BALIE"; INFUUSNLD 0.6X19MM 24G ;247702;;1454501;;;;;"90000283,0,APOTHEEK,""  MEDISCHE VERBRUIKSARTI	KELEN IN	CLU	SIEF BALIE"", INFUUSNLD 0.6X19MM 24G ,247702,,1454501,,,"
90003585;95;Magazijn;" 	ME	DISCH VERBRUIKSARTIKELEN (MVA)  REK 2"; INFUUSSYST. SAMTRONIC EA 04210-0000(GESCHENK) ;Niet gevonden;;1096699;;;;;"90003585,95,Magazijn,"" 	ME	DISCH VERBRUIKSARTIKELEN (MVA)  REK 2"", INFUUSSYST. SAMTRONIC EA 04210-0000(GESCHENK) ,Niet gevonden,,1096699,,,"
90003584;198;Magazijn;" 	ME	DISCH VERBRUIKSARTIKELEN (MVA)  REK 2"; INFUUSSYST. SAMTRONIC EA 0422-0000(GESCHENK) ;Niet gevonden;;1096699;;;;;"90003584,198,Magazijn,"" 	ME	DISCH VERBRUIKSARTIKELEN (MVA)  REK 2"", INFUUSSYST. SAMTRONIC EA 0422-0000(GESCHENK) ,Niet gevonden,,1096699,,,"
90000285;-25;"			";; INFUUSSYSTEEM MET BURET ;188870;;1096699;;;;;"90000285,-25,""			"",, INFUUSSYSTEEM MET BURET ,188870,,1096699,,,"
90000286;0;APOTHEEK;"  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"; INFUUSSYSTEEM MET FILTER (BLOEDTRANSFUSIE) ;Niet gevonden;;1096699;;;;;"90000286,0,APOTHEEK,""  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"", INFUUSSYSTEEM MET FILTER (BLOEDTRANSFUSIE) ,Niet gevonden,,1096699,,,"
90002092;18;Magazijn;"  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 2"; INJ NAALD DISP TERUMO 0.40X12MM ;284576;;426229;;;;;"90002092,18,Magazijn,""  MEDISCH VERBR	UIKSARTI	KEL	EN (MVA)  REK 2"", INJ NAALD DISP TERUMO 0.40X12MM ,284576,,426229,,,"
12814709;0;"			";; INJ NAALD DISP TERUMO 0.40X16MM GRIJS NN2716R ;Niet gevonden;;569992;;;;;"12814709,0,""			"",, INJ NAALD DISP TERUMO 0.40X16MM GRIJS NN2716R ,Niet gevonden,,569992,,,"
12338087;-511;APOTHEEK;"  MEDISCHE	VERBRUI	KSA	RTIKELEN INCLUSIEF BALIE"; INJ NAALD DISP TERUMO 0.40X20MM GRIJS ;284579;;426210;;;;;"12338087,-511,APOTHEEK,""  MEDISCHE	VERBRUI	KSA	RTIKELEN INCLUSIEF BALIE"", INJ NAALD DISP TERUMO 0.40X20MM GRIJS ,284579,,426210,,,"
12214604;51;APOTHEEK;"  MEDISCHE V	ERBRUIKS	ART	IKELEN INCLUSIEF BALIE"; INJ NAALD DISP TERUMO 0.60X25MM BLAUW ;118667;;290629;;;;;"12214604,51,APOTHEEK,""  MEDISCHE V	ERBRUIKS	ART	IKELEN INCLUSIEF BALIE"", INJ NAALD DISP TERUMO 0.60X25MM BLAUW ,118667,,290629,,,"
12338141;95;APOTHEEK;"  ME	DISCHE V	ERB	RUIKSARTIKELEN INCLUSIEF BALIE"; INJ NAALD DISP TERUMO 0.70X30MM ZWART NN2232R ;118670;;426245;;;;;"12338141,95,APOTHEEK,""  ME	DISCHE V	ERB	RUIKSARTIKELEN INCLUSIEF BALIE"", INJ NAALD DISP TERUMO 0.70X30MM ZWART NN2232R ,118670,,426245,,,"
14693585;8;APOTHEEK;"	 MEDIS	CHE	VERBRUIKSARTIKELEN INCLUSIEF BALIE"; INJ NAALD DISP TERUMO 0.80X40MM SB GROEN NN2138S ;118672;;1490230;;;;;"14693585,8,APOTHEEK,""	 MEDIS	CHE	VERBRUIKSARTIKELEN INCLUSIEF BALIE"", INJ NAALD DISP TERUMO 0.80X40MM SB GROEN NN2138S ,118672,,1490230,,,"
12214698;140;APOTHEEK;"  ME	DISCHE V	ERB	RUIKSARTIKELEN INCLUSIEF BALIE"; INJ NAALD DISP TERUMO 0.90X40MM GEEL NN2038R ;118674;;290726;;;;;"12214698,140,APOTHEEK,""  ME	DISCHE V	ERB	RUIKSARTIKELEN INCLUSIEF BALIE"", INJ NAALD DISP TERUMO 0.90X40MM GEEL NN2038R ,118674,,290726,,,"
12214744;1770.00;"			";; INJ NAALD DISP TERUMO 1.10X40MM IVOOR NN1938R ;118678;;290769;;;;;"12214744,1770.00,""			"",, INJ NAALD DISP TERUMO 1.10X40MM IVOOR NN1938R ,118678,,290769,,,"
14699915;400;Magazijn;"  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 3"; INJ SPUIT 20 ML + RUBBER STUK ;7867;;1493914;;;;;"14699915,400,Magazijn,""  MEDISCH VERBRUIK	SARTIKEL	EN	(MVA)  REK 3"", INJ SPUIT 20 ML + RUBBER STUK ,7867,,1493914,,,"
13828606;464;Magazijn;" MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"; INJ SPUIT DISP  TERUMO   1ML LUER BS01T ;234429;;645354;;;;;"13828606,464,Magazijn,"" MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 2"", INJ SPUIT DISP  TERUMO   1ML LUER BS01T ,234429,,645354,,,"
12215848;-126;APOTHEEK;"  MEDISC	HE VERBR	UIK	SARTIKELEN INCLUSIEF BALIE"; INJ SPUIT DISP  TERUMO   5ML LUER BS05S ;234445;;291870;;;;;"12215848,-126,APOTHEEK,""  MEDISC	HE VERBR	UIK	SARTIKELEN INCLUSIEF BALIE"", INJ SPUIT DISP  TERUMO   5ML LUER BS05S ,234445,,291870,,,"
12215880;40;APOTHEEK;"  MED	ISCHE VE	RBR	UIKSARTIKELEN INCLUSIEF BALIE"; INJ SPUIT DISP  TERUMO  20ML EXC LUER BS20ES ;118809;;291919;;;;;"12215880,40,APOTHEEK,""  MED	ISCHE VE	RBR	UIKSARTIKELEN INCLUSIEF BALIE"", INJ SPUIT DISP  TERUMO  20ML EXC LUER BS20ES ,118809,,291919,,,"
13002805;-7;APOTHEEK;"	 AMPULL	ENK	AST"; INJVLST CALCII GLUCONAS 225MICROMOLCA/ML AMP 10ML ;198203;;253065;;;;;"13002805,-7,APOTHEEK,""	 AMPULL	ENK	AST"", INJVLST CALCII GLUCONAS 225MICROMOLCA/ML AMP 10ML ,198203,,253065,,,"
90000477;-36;APOTHEEK;"  MEDISCHE VERBRUIKSART	IKELEN I	NCL	USIEF BALIE"; INSULINE SPUIT EN NAALD ;22652;;638676;;;;;"90000477,-36,APOTHEEK,""  MEDISCHE VERBRUIKSART	IKELEN I	NCL	USIEF BALIE"", INSULINE SPUIT EN NAALD ,22652,,638676,,,"
90004134;3;APOTHEEK;"  VACCINATIE K	INDERPOL	I	"; INTRAMUSCULARE POLIO (IPV) ;Niet gevonden;;569801;;;;;"90004134,3,APOTHEEK,""  VACCINATIE K	INDERPOL	I	"", INTRAMUSCULARE POLIO (IPV) ,Niet gevonden,,569801,,,"
14760401;390;APOTHEEK;"  D T/M N			"; ISOSORBIDE 20MG RET.TABL. ;71390;;1529404;;;;;"14760401,390,APOTHEEK,""  D T/M N			"", ISOSORBIDE 20MG RET.TABL. ,71390,,1529404,,,"
90003564;267;APOTHEEK;"  BALI			"; J&J BABY LOTION 89ML ;Bali;;803480;;;;;"90003564,267,APOTHEEK,""  BALI			"", J&J BABY LOTION 89ML ,Bali,,803480,,,"
90003922;176;APOTHEEK;"  BALI			"; J&J BEDTIME BATH ;Bali;;803480;;;;;"90003922,176,APOTHEEK,""  BALI			"", J&J BEDTIME BATH ,Bali,,803480,,,"
90000992;3;APOTHEEK;"  BALI			"; J&J BEDTIME LOTION 266 M ;Bali;;803480;;;;;"90000992,3,APOTHEEK,""  BALI			"", J&J BEDTIME LOTION 266 M ,Bali,,803480,,,"
90004553;9;APOTHEEK;"  BALI  REK 2			"; JATHROPA ZEEP 80 GR. TONKA GEUR ;Bali;;1647644;;;;;"90004553,9,APOTHEEK,""  BALI  REK 2			"", JATHROPA ZEEP 80 GR. TONKA GEUR ,Bali,,1647644,,,"
90004552;6;APOTHEEK;"  BALI  REK 2			"; JATHROPA ZEEP 80 GRAM ;Bali;;1647644;;;;;"90004552,6,APOTHEEK,""  BALI  REK 2			"", JATHROPA ZEEP 80 GRAM ,Bali,,1647644,,,"
90004429;9;Magazijn;"  MEDISCH VERBRUIKSART	IKELEN (	MVA	)  REK 9 (BO)"; JERRYCAN 20 LITER ;Niet gevonden;;1724126;;;;;"90004429,9,Magazijn,""  MEDISCH VERBRUIKSART	IKELEN (	MVA	)  REK 9 (BO)"", JERRYCAN 20 LITER ,Niet gevonden,,1724126,,,"
14864851;-450;APOTHEEK;"  ANTIVIRAAL			"; KALETRA CAPSULE ZACHT ;94708;;1470434;;;;;"14864851,-450,APOTHEEK,""  ANTIVIRAAL			"", KALETRA CAPSULE ZACHT ,94708,,1470434,,,"
90000223;-20;APOTHEEK;"  MAGISTRAAL CREMES-ZALVEN			"; KAMFER 10% ZALF ;63324;;1149490;;;;;"90000223,-20,APOTHEEK,""  MAGISTRAAL CREMES-ZALVEN			"", KAMFER 10% ZALF ,63324,,1149490,,,"
90003264;53|5;APOTHEEK;"  MEDISCHE VER	BRUIKSAR	TIK	ELEN INCLUSIEF BALIE"; KASSAROL THERMALL 80MM ;Niet gevonden;;1806394;;;;;"90003264,53|5,APOTHEEK,""  MEDISCHE VER	BRUIKSAR	TIK	ELEN INCLUSIEF BALIE"", KASSAROL THERMALL 80MM ,Niet gevonden,,1806394,,,"
14188791;435;APOTHEEK;"  D T/M N			"; KETOCONAZOL 200MG TABL. ;61555;;415375;;;;;"14188791,435,APOTHEEK,""  D T/M N			"", KETOCONAZOL 200MG TABL. ,61555,,415375,,,"
90001168;600;APOTHEEK;"  UITWENDIGE GENEES	MIDDELEN		"; KETOCONAZOL 20MG/G SHAMPOO ;88563;;1492144;;;;;"90001168,600,APOTHEEK,""  UITWENDIGE GENEES	MIDDELEN		"", KETOCONAZOL 20MG/G SHAMPOO ,88563,,1492144,,,"
90004666;4;APOTHEEK;"  BALI  REK 2			"; KETOZAL TOPICAL 2% CREME 15GR ;253050;;124;;;;;"90004666,4,APOTHEEK,""  BALI  REK 2			"", KETOZAL TOPICAL 2% CREME 15GR ,253050,,124,,,"
90004663;11;APOTHEEK;"  BALI  REK 2			"; KETOZOL ANTI DANDRUFF SHAMPOO 125ML ;Bali;;124;;;;;"90004663,11,APOTHEEK,""  BALI  REK 2			"", KETOZOL ANTI DANDRUFF SHAMPOO 125ML ,Bali,,124,,,"
90001316;200;APOTHEEK;"  A T/M C			";; KLACID 500 MG ;81448;;832650;;;;"90001316,200,APOTHEEK,""  A T/M C			"",, KLACID 500 MG ,81448,,832650,,"
90000465;0;APOTHEEK;; KRUIDVAT VITAMINE E 400IE ;Bali;;1524356;;;;;90000465,0,APOTHEEK,, KRUIDVAT VITAMINE E 400IE ,Bali,,1524356,,,
90004563;48;APOTHEEK;"  BALI  REK 1			"; KUNYIT ASAM PASTILLES ;Bali;;216909;;;;;"90004563,48,APOTHEEK,""  BALI  REK 1			"", KUNYIT ASAM PASTILLES ,Bali,,216909,,,"
15988325;90;APOTHEEK;"  D T/M N			"; LETROZOL FOCUS TABLET FILMOMHULD 2.5MG ;78775;;2401096;;;;;"15988325,90,APOTHEEK,""  D T/M N			"", LETROZOL FOCUS TABLET FILMOMHULD 2.5MG ,78775,,2401096,,,"
90000417;18;APOTHEEK;"  AMPULLENKAST			"; LIDOCAINE 20MG/ML INJ. 5ML ;68121;;606766;;;;;"90000417,18,APOTHEEK,""  AMPULLENKAST			"", LIDOCAINE 20MG/ML INJ. 5ML ,68121,,606766,,,"
14242869;190;APOTHEEK;"  OORDRUPPELS			"; LIDOCAINE HCL 0.5% OORDR ;61193;;1148656;;;;;"14242869,190,APOTHEEK,""  OORDRUPPELS			"", LIDOCAINE HCL 0.5% OORDR ,61193,,1148656,,,"
90003579;0;APOTHEEK;"  MEDISCHE VERBRUIKSAR	TIKELEN	INC	LUSIEF BALIE"; LIFESAVING KISS (GESCHENK) ;Bali;;1668471;;;;;"90003579,0,APOTHEEK,""  MEDISCHE VERBRUIKSAR	TIKELEN	INC	LUSIEF BALIE"", LIFESAVING KISS (GESCHENK) ,Bali,,1668471,,,"
14792982;30;APOTHEEK;"  D T/M N			"; LISINOPRIL 20MG TABL. ;62762;;1553747;;;;;"14792982,30,APOTHEEK,""  D T/M N			"", LISINOPRIL 20MG TABL. ,62762,,1553747,,,"
14747359;306;APOTHEEK;"  D T/M N			"; LOPERAMIDE HCL 2MG CAPS. ;60189;;1517317;;;;;"14747359,306,APOTHEEK,""  D T/M N			"", LOPERAMIDE HCL 2MG CAPS. ,60189,,1517317,,,"
14818930;278;APOTHEEK;"  D T/M N			"; LORATADINE 10MG TABL. ;62897;;1574159;;;;;"14818930,278,APOTHEEK,""  D T/M N			"", LORATADINE 10MG TABL. ,62897,,1574159,,,"
14620421;393;APOTHEEK;"  WERKBANK + BALI			"; LORAZEPAM 2.5MG TABL. ;36750;;1010271;;;;;"14620421,393,APOTHEEK,""  WERKBANK + BALI			"", LORAZEPAM 2.5MG TABL. ,36750,,1010271,,,"
90000481;-16;APOTHEEK;"  WERKBANK + BALI			"; LORAZEPAM 2MG TABL. ;Niet gevonden;;1043080;;;;;"90000481,-16,APOTHEEK,""  WERKBANK + BALI			"", LORAZEPAM 2MG TABL. ,Niet gevonden,,1043080,,,"
15469328;260;APOTHEEK;"  D T/M N			"; LOSARTAN 100MG TABL. OMH. ;217978;;2019094;;;;;"15469328,260,APOTHEEK,""  D T/M N			"", LOSARTAN 100MG TABL. OMH. ,217978,,2019094,,,"
90004679;4;APOTHEEK;"  BALI  REK 2			"; MANGO SOAP JOMI 100GR ;Bali;;1647644;;;;;"90004679,4,APOTHEEK,""  BALI  REK 2			"", MANGO SOAP JOMI 100GR ,Bali,,1647644,,,"
13788485;288;APOTHEEK;"  D T/M N			"; MAPROTILINE HCL 25MG TABL. ;28483;;790648;;;;;"13788485,288,APOTHEEK,""  D T/M N			"", MAPROTILINE HCL 25MG TABL. ,28483,,790648,,,"
13817345;632;APOTHEEK;"  WERKBANK + BALI			"; MEBENDAZOL 100MG TABL ;Niet gevonden;;804150;;;;;"13817345,632,APOTHEEK,""  WERKBANK + BALI			"", MEBENDAZOL 100MG TABL ,Niet gevonden,,804150,,,"
13898426;330;APOTHEEK;"  INWENDIGE	DRANKEN		"; MEBENDAZOL 100MG/5ML SUSP. ;Niet gevonden;;647926;;;;;"13898426,330,APOTHEEK,""  INWENDIGE	DRANKEN		"", MEBENDAZOL 100MG/5ML SUSP. ,Niet gevonden,,647926,,,"
13599062;0;APOTHEEK;"	 D T/M	N	"; MEDROXYPROGESTERON ACETAAT PCH 100MG TABLET ;Niet gevonden;;665827;;;;;"13599062,0,APOTHEEK,""	 D T/M	N	"", MEDROXYPROGESTERON ACETAAT PCH 100MG TABLET ,Niet gevonden,,665827,,,"
90002772;1;APOTHEEK;"  KOELKAST			"; MELKZUUR 45MG/G OVULE ;Niet gevonden;;571261;;;;;"90002772,1,APOTHEEK,""  KOELKAST			"", MELKZUUR 45MG/G OVULE ,Niet gevonden,,571261,,,"
90003201;10;APOTHEEK;"  UITWENDIGE GENEESMI	DDELEN		"; MENTHOL 0.5% STOOMDRUPPEL ;31224;;1104195;;;;;"90003201,10,APOTHEEK,""  UITWENDIGE GENEESMI	DDELEN		"", MENTHOL 0.5% STOOMDRUPPEL ,31224,,1104195,,,"
90004171;0;APOTHEEK;"  PRODUCTIE ITEMS  ON	DER TAFE	L	"; MENTHOL KRISTALLEN ;Niet gevonden;;255270;;;;;"90004171,0,APOTHEEK,""  PRODUCTIE ITEMS  ON	DER TAFE	L	"", MENTHOL KRISTALLEN ,Niet gevonden,,255270,,,"
90004673;4;APOTHEEK;"  BALI		REK 2"; MERCUROCHROME SOL. ANTIBACTERIAL AGENT 2% ;Niet gevonden;;1492144;;;;;"90004673,4,APOTHEEK,""  BALI		REK 2"", MERCUROCHROME SOL. ANTIBACTERIAL AGENT 2% ,Niet gevonden,,1492144,,,"
14303663;41;APOTHEEK;"  AMPULLENKAST			"; MERONEM 500MG INJ. PDR. ;228097;;838535;;;;;"14303663,41,APOTHEEK,""  AMPULLENKAST			"", MERONEM 500MG INJ. PDR. ,228097,,838535,,,"
90000070;-8;APOTHEEK;" ZETPILLEN			"; MESALAZINE 2G CLYSMAPDR. ;186304;;1187643;;;;;"90000070,-8,APOTHEEK,"" ZETPILLEN			"", MESALAZINE 2G CLYSMAPDR. ,186304,,1187643,,,"
90004540;7;APOTHEEK;"	 BALI	 R	EK 2"; MESITRAN ANTIBACTERIAL ZALF 20GR. WONDVERZORGING ;140675;;772992;;;;;"90004540,7,APOTHEEK,""	 BALI	 R	EK 2"", MESITRAN ANTIBACTERIAL ZALF 20GR. WONDVERZORGING ,140675,,772992,,,"
90000703;0;"			";;METFORMINE 500MG TABLET (STRIPS| NIET VOOR SZF) ;59741;;1108662;;;;;"90000703,0,""			"",,METFORMINE 500MG TABLET (STRIPS| NIET VOOR SZF) ,59741,,1108662,,,"
90004643;1961.00;APOTHEEK;"  WERKBAN	K + BALI		";METFORMINE HCL 500MG TAB (BGVS);59741;;1109510;;;;;"90004643,1961.00,APOTHEEK,""  WERKBAN	K + BALI		"",METFORMINE HCL 500MG TAB (BGVS),59741,,1109510,,,"
14162970;-1223.00;APOTHEEK;"  WERKBANK + BA	LI		";METFORMINE HCL 500MG TABL.;59741;;1109510;;;;;"14162970,-1223.00,APOTHEEK,""  WERKBANK + BA	LI		"",METFORMINE HCL 500MG TABL.,59741,,1109510,,,"
14162989;1307.00;APOTHEEK;"  D T/M N			"; METFORMINE HCL 850MG TABL. ;60499;;1109529;;;;;"14162989,1307.00,APOTHEEK,""  D T/M N			"", METFORMINE HCL 850MG TABL. ,60499,,1109529,,,"
14960605;570;APOTHEEK;"  D T/M N			"; METFORMINI HCL TABLET 1000MG ;128138;;1674382;;;;;"14960605,570,APOTHEEK,""  D T/M N			"", METFORMINI HCL TABLET 1000MG ,128138,,1674382,,,"
90000164;3;APOTHEEK;"  CHEMO			"; METHOTREXAAT 25MG/ML INJ. 2ML ;50407;;799459;;;;;"90000164,3,APOTHEEK,""  CHEMO			"", METHOTREXAAT 25MG/ML INJ. 2ML ,50407,,799459,,,"
14695952;780;APOTHEEK;"  MAGIST	RAAL CRE	MES"; METHYLIS SALICYLATIS 10%  ZALF ;zelf bereiding;;1149008;;;;;"14695952,780,APOTHEEK,""  MAGIST	RAAL CRE	MES"", METHYLIS SALICYLATIS 10%  ZALF ,zelf bereiding,,1149008,,,"
14244365;-72;"		";; METHYLIS SALICYLATIS COMP ZALF (DEZE NIET KIEZEN!) ;zelf bereiding;;1149008;;;;;"14244365,-72,""		"",, METHYLIS SALICYLATIS COMP ZALF (DEZE NIET KIEZEN!) ,zelf bereiding,,1149008,,,"
14926954;1;APOTHEEK;"  AMPULLENKAST			"; METHYLPREDNISOLON 500MG INJ.PDR. ;62716;;1649116;;;;;"14926954,1,APOTHEEK,""  AMPULLENKAST			"", METHYLPREDNISOLON 500MG INJ.PDR. ,62716,,1649116,,,"
90000821;90;APOTHEEK;"  D T/M N			"; METOPROLOL SUCC. 100MG RET.TABL. ;181360;;645966;;;;;"90000821,90,APOTHEEK,""  D T/M N			"", METOPROLOL SUCC. 100MG RET.TABL. ,181360,,645966,,,"
90000819;117;APOTHEEK;"  D T/M N			"; METOPROLOL SUCC. 50MG RET TABL. ;181359;;645966;;;;;"90000819,117,APOTHEEK,""  D T/M N			"", METOPROLOL SUCC. 50MG RET TABL. ,181359,,645966,,,"
13968971;178;APOTHEEK;"  D T/M N			"; METOPROLOL TARTRAS 50MG TABL. ;33894;;645966;;;;;"13968971,178,APOTHEEK,""  D T/M N			"", METOPROLOL TARTRAS 50MG TABL. ,33894,,645966,,,"
90003559;1;APOTHEEK;"  OORDRUPPELS			"; MICONAZOL 2% OORDR. ;69113;;249386;;;;;"90003559,1,APOTHEEK,""  OORDRUPPELS			"", MICONAZOL 2% OORDR. ,69113,,249386,,,"
14159511;160;APOTHEEK;"  CREMES-ZALVEN PATENT			"; MICONAZOL 20MG/G CREME ;60043;;1107194;;;;;"14159511,160,APOTHEEK,""  CREMES-ZALVEN PATENT			"", MICONAZOL 20MG/G CREME ,60043,,1107194,,,"
12510459;105;APOTHEEK;"  OPIATEN KAST			"; MIDAZOLAM 5MG/ML INJ. 3ML ;82683;;565970;;;;;"12510459,105,APOTHEEK,""  OPIATEN KAST			"", MIDAZOLAM 5MG/ML INJ. 3ML ,82683,,565970,,,"
90002812;1500.00;APOTHEEK;"  INWENDIGE DRANK	EN		"; MIXTURA RESOLVENS DRANK ;62625;;1129252;;;;;"90002812,1500.00,APOTHEEK,""  INWENDIGE DRANK	EN		"", MIXTURA RESOLVENS DRANK ,62625,,1129252,,,"
15504506;60;APOTHEEK;"  CREMES-ZALVEN P	ATENT		"; MOMETASON FUROAAT A ZALF 1MG/G ;73046;;2044560;;;;;"15504506,60,APOTHEEK,""  CREMES-ZALVEN P	ATENT		"", MOMETASON FUROAAT A ZALF 1MG/G ,73046,,2044560,,,"
90004724;1;APOTHEEK;" BALI  REK	1		"; MULTI VITAMIN TONIC FOR BLOOD 200ML ;Bali;;1177613;;;;;"90004724,1,APOTHEEK,"" BALI  REK	1		"", MULTI VITAMIN TONIC FOR BLOOD 200ML ,Bali,,1177613,,,"
90001901;45;APOTHEEK;"  D T/M N			"; MULTIVITAMINE DIANET CAPS. ;272014;;1121545;;;;;"90001901,45,APOTHEEK,""  D T/M N			"", MULTIVITAMINE DIANET CAPS. ,272014,,1121545,,,"
14184672;507;APOTHEEK;"  WERKBANK + BALI			"; MULTIVITAMINE OMHULDE TABLET ;83539;;1121545;;;;;"14184672,507,APOTHEEK,""  WERKBANK + BALI			"", MULTIVITAMINE OMHULDE TABLET ,83539,,1121545,,,"
90004354;3700.00;Magazijn;"  MEDISCH VERBRU	IKSARTIK	ELE	N (MVA)  REK 3"; MUTS DAMES BLAUW PROMEX ;234661;;1178563;;;;;"90004354,3700.00,Magazijn,""  MEDISCH VERBRU	IKSARTIK	ELE	N (MVA)  REK 3"", MUTS DAMES BLAUW PROMEX ,234661,,1178563,,,"
90004355;200;Magazijn;"  MEDISCH VERBRUIKSARTI	KELEN (M	VA)	 REK 3"; MUTS DAMES PROMEX WIT ;234663;;1178563;;;;;"90004355,200,Magazijn,""  MEDISCH VERBRUIKSARTI	KELEN (M	VA)	 REK 3"", MUTS DAMES PROMEX WIT ,234663,,1178563,,,"
15636771;130;APOTHEEK;"  D T/M N			"; MYCOFENOLAAT MOFETIL 500MG TABL. ;79541;;2141817;;;;;"15636771,130,APOTHEEK,""  D T/M N			"", MYCOFENOLAAT MOFETIL 500MG TABL. ,79541,,2141817,,,"
90004538;24;APOTHEEK;" 	BALI 	REK	2"; MYOLAXIN-D GEL SPIER & GEWRICHTSPIJNEN 15 GRAM ;Bali;;1660160;;;;;"90004538,24,APOTHEEK,"" 	BALI 	REK	2"", MYOLAXIN-D GEL SPIER & GEWRICHTSPIJNEN 15 GRAM ,Bali,,1660160,,,"
13955136;0;APOTHEEK;"  INFUUSVLOEISTOFFEN			"; NACL 9MG/ML IRRIGATIO 3000ML ;46582;;641022;;;;;"13955136,0,APOTHEEK,""  INFUUSVLOEISTOFFEN			"", NACL 9MG/ML IRRIGATIO 3000ML ,46582,,641022,,,"
90000082;6;APOTHEEK;"  AMPULLENKAST			"; NALOXON 0.4MG/ML INJ. 1ML ;134900;;80837;;;;;"90000082,6,APOTHEEK,""  AMPULLENKAST			"", NALOXON 0.4MG/ML INJ. 1ML ,134900,,80837,,,"
14005271;685;APOTHEEK;" D T/M N			"; NATRIUM VALPROAAT 300MG TABL. ;195726;;1010867;;;;;"14005271,685,APOTHEEK,"" D T/M N			"", NATRIUM VALPROAAT 300MG TABL. ,195726,,1010867,,,"
